txt_path	label	text
Advertisement/1002761869.txt	Advertisement	oioqerai yood ‘soapy ‘4annyf —ady1] 9[qerroswad jleern0d ovul ouoquuyy yibq pyrur ayuald ‘your ajua]q ploy jooauy baaib iwapiles aatenpoxs peutquico socoeqo uapos adis adisa1 puouryary bnouib clog uoijbuiqwiod ajse paseyyyun 8yeresi0 zohouis poroaey-tinj eavy yoeq epqes steet chem ving cfittia- cpst sore braet 5eee chet anvainod llanunr
Advertisement/1002762773.txt	Advertisement	teadiied blend jong that's packed favor still gentle dt’seven's pleasureto morria proud offer philip morris friends -hold all-new philip morris pleasant lorig tells trom flip-top keeps cigaretice round fred firm’ easy moat important ‘baothis pleasure offer cdmpletely philip pleasure smoke great philip morris—a blend” time flip agers
Advertisement/1002763015.txt	Advertisement	‘to-the miountain i'do alot foryou goto mountait alpine modern king-size filter natural menthol rich tobacco high porosity paper spelt rome guisde-dct 1960 cepek this advértisement prepared® doyle dane bernbach philip morrts alpine 6112 back cover
Advertisement/1005116329_6330.txt	Advertisement	1005116329 vices 95-0404 2-895-2012 plby timpgierti s16-
Advertisement/1005150029.txt	Advertisement	apes 1005150029 yood yfos azie-bury -dig ‘i9yy 972i 9a[9g baisn[oxa o1og]ie yan01yy ayous ajqe jaqjwlod pood ayjaaehid bd1u 110g butmeap asea azybtu meip joaly ubul saaiz adidal loall a971 o1oge stow skem[y oarey spoe3d sibat[ap stuy ologqiepy buuiwo ayours ssyjoue aulbd udym juam joaly yury paiagpifun ayqa1d 4ajp1 ayy— q[ac aued s19q juim ioalti yutyy
Advertisement/12320856.txt	Advertisement	exmeir cmrcaaine vetson al's back january essvreet— surgeon general's warning smoking causes lung cancer heart disease emphysema complicate pregnancy 661066701 661030731 produced site
Advertisement/12779302.txt	Advertisement	surgeon general's warn mphysema complic smoking vauses lung cancer heart disease pregnancy laurence charles free lawson atco malibu atc-mal-p9-712 space spread w/suntee sure size sutter 3/16 stde warning publications national enquirer 11/11/89 947198313 produc] site
Advertisement/12779971.txt	Advertisement	980261747 thtte dwelt pamgrier
Advertisement/13581913.txt	Advertisement	rest petuc lowest pars yale tires warning surgeon general determined cigareite smoking dangerous health 946233256 produced site
Advertisement/2021284642.txt	Advertisement	smoking part growingc most trving aspects third series designedito keep parents parent encouraging youn child make right childrenicommiunicating abeut important issues like choiges—not justto follow along [nitoday’s smoking complex continue society longstanding tobacco growing conunitment smoking voung-people involves pressures choices tobaccorindustry also ever before lias strengthened studies show marketing voung code yeople dothings supporliny state pcor legislation tounake friends tougher smoking young people things cigarettes wanti also young people working retailers smoke strict compliance state laws prohilbiting sales that's we-are offering booklet aimed cigarettés minors look displaved reel helping parents meet challenge providing wherever cigarettes sold children tools resist peer pressure fonyour tree copy tobacco helping booklet tebacco helping youth youth retum coupon today tobacco jnstitute 41130 washington 20018 please send free copy tobacco helping youth say-no tobacco institute name aooeess state washington 20018
Advertisement/2023086360.txt	Advertisement	coffee o9e980f202
Advertisement/2023738160.txt	Advertisement	dgpssgae 2023738160 mory aaig sing
Advertisement/2024182848.txt	Advertisement	here's what's said people's cigarette smoke tbepbes senbtea heer ‘risk questioned sheol study contradicts non-smokers’ risk aerate cameos several months headlines around world serious questions aboutiit trumpeted alarming news japanese study second lawrence garfinkel statis- claiming non-smoking wives smokers tical dinector american cancer society higher risk lung cancer opposed smoking published report covering husbands’ tobacco smoke scared ailot-of years nearly 000'people people understandably claim indicated that second-hand” smoke insignifi- last word cant effect lung cancer rates nonsmokers headlinesihave appeared first information this important public several apparent errors reported issue write scientific division tobacco found japanese study—raising institute 1875'1 washington 20006 believe half story whole story spsestre0e
Advertisement/2025016432.txt	Advertisement	danskerne bliver myndige fylder -men hvornar bliver umyndige fred bedste quid a-ne-n synge voksede system inhed ansvar visi styrke desveerre under bhev atterar iden ansvaret tuigte netwigas hanceien angreb netop bemyndigalsesiov skal vekslende muusire betayelser lysum samtundzbvets nodeende negier giorde angnbe personlge fnhed forste omgang rege hvad deny emonbye triied varen reabtet ansvaret vorieget voksne danskere télé hese tannoncer leverneber iden baamiepae hevisie vivar voksne mener grunditl veere vacl keempe person peermoner lige atitage ansvaret seiv selvtsi uncite tien hvis sammentigner endoe sanitund hvortorbuder paren giacde danske flere forbud dario cecen ensmenct teik nate inet martrtsionnueniel yore produlter reprenentanter erhivers hele etre matt nite pawel pipe
Advertisement/2040144258.txt	Advertisement	lightest style slims fashtons denise carbonell ssbpptonos
Advertisement/2040183521.txt	Advertisement	yljeay] sysiy snoves sagnpayy apeaig burnjows gung 9ninhwaa wwyinid nojouns prenr 2040183521 aeaper slhonm mone ione] daot[m sae] wht] moll
Advertisement/2040697247.txt	Advertisement	only4 warning surgeon general determined cigarette smoking dangerous health philip morris 1982
Advertisement/2040811409.txt	Advertisement	surgeon general's elan method contains
Advertisement/2041076526.txt	Advertisement	first king size cigarette made slim king size shorts virginia slms 1005 96g9z0l warning surgeon general determined cigarette smoking dangerous health
Advertisement/2041089398.txt	Advertisement	yleay] sysiy smouas saonpay ajealg bunjouss bunlind sninuym whinid noiohns dndiows nollvuanas maan shel nannies lthhin oammanneamaai ‘sta toa] suionpar ‘ayouus juiguue jamo] ateineurip anares isay wap] auorjom ‘que siayours-uou siaxous ‘jyous ssaj yonul oar] j11afa] ssaarop adojouypay way] joary aorpiioes aaey ‘suryours auaind ayoresio uey] ssa] seanpoad ayenpoe ‘ayours siamoy ayjen w1aysas uoinppas-ayous aaisnpox3 anares1d jyous mor] aepoy
Advertisement/2041511979.txt	Advertisement	2041511979 thee cebu
Advertisement/2042029706.txt	Advertisement	burnett divishon 8urnett company 8457-b2-looking back-req m27648-page bleed- -spanish magazines 1992 printed advertencia cirujano general dejar fumar ahora reduce enormemente graves riesgos para salud
Advertisement/2042333574.txt	Advertisement	yseay] inga sysiy snolaag saanpay ajealy ‘ool aqlioart tats huryows gunn oninuvm iwhinis noidyns saspap uosuag johaeul soaot
Advertisement/2042348217.txt	Advertisement	1905 cecilia biegel tried break richard lemley lighting cigarette come long baby chreg fashions bill haire warning surgeon general determined cigarette smoking dangereus health regular ‘tar nicotine—menthal ‘tar nicotine cigarette report philip morris 1983 lizbvecv0e
Advertisement/2043025626.txt	Advertisement	arliament smokers fill survey well free lighter sure fill birch date ‘this smoker's sucy smokers ages over please send parliament lights survey 24067 parliament regular brand cigarettes— \tharis brand ‘mostoften cong surgeon general's warning smoking pregnant women result fetal injury premature birth birth weight
Advertisement/2044759026.txt	Advertisement	surgegn general's warning quitting smaking greatly reduces serious risks health
Advertisement/2045081234.txt	Advertisement	smoke contains carbon monoxide winiodala teuralgt mone taste meets
Advertisement/2045573975.txt	Advertisement	manufacturers coupon ciel expiration 1/22/93 ‘free save pack carton reoyen coupon cire consumer limit coupon siore visil lransterred sold reproduced facsimiles acorpled const- limited smokers years older participation promotion discrebon retailer otter good consumer pays sates retailer ptellp morris reimburse yout normal retail price lnduding sales plus handling postage provided consumer complied ferms hersin void subsritied unauthorimd agent invoices showing purchases void prohibited taxed cash value 1/20¢ philip mortis 7500 normal reba price pack induding 00477 8200°714200
Advertisement/2045630056.txt	Advertisement	2045630056 ‘apixouow woqie sureluay ayouws ayasebig ‘ninhvm 1vhini9 nojuns saree mioom ajse] pjog wand ysay rieu tens dish sasnjor isaly
Advertisement/2045731638.txt	Advertisement	several attenrpts voice opinion ylelded floor valerie jordan virginia slims rich taste elegant shape theres even enjoy surgeon general's warning cigarette smoke contains carbon monoxide council finally virginia slims come long baby philip morris 1990 ‘tar nicotine cigarette method sextelspang
Advertisement/2045830670.txt	Advertisement	surgeon general's warning cigareite smoke contains carbon munoxide switel lnwest still satisfying taste merit real caste 2045830670
Advertisement/2047920303.txt	Advertisement	iit=4 world smokers changing exciting super cigarettes bile deca secret] lolclee starr smoking pleasure super taste chil special appointment duper sips luxury mild amok
Advertisement/2048509434.txt	Advertisement	9048509434 anew ultra light lakes llavor'ig -_—_ marthor ultra lights nicotine aime ener mariboro ultra lights surgeon general's warning quitting sprhing greatly reduces serous aisks
Advertisement/2048729226.txt	Advertisement	also available filter 100s menthol 1005 tryi price smoke flavor surgeon general's warning quitting smoking greatly reduces serious risks health 14mg tar” nicotine cigarette method
Advertisement/2049398699.txt	Advertisement	398499 chait catty
Advertisement/2058501023.txt	Advertisement	elsa cmon tigre lilly —geaced ethie magazines virginia sums virginia slims menthol lights menthol fashions diane dickuwion gentiles warning surgeon general determined cigarette smoking dangerous health menthol 10's ‘tar nrcotine—lights menthel 190's ‘tar nicatine cigarette method baur 2058501023
Advertisement/2058501637.txt	Advertisement	t1019-12 m-22889 june d14as 2400 southern meersy virginia slims manhattan country club manhattan beach seles sanchez vicario frazier mcneil shriver female singles doubles players ticket information call cupl neea raat lactated kraft tour surgeon general's warning cigarette smoke contains carbon monoxide m6inp bran nicotine aenthol tar”’ nicotine cigaratta method tass stables site 2058501637
Advertisement/2058502246.txt	Advertisement	burnfet bene nutini bretectuc ince magueanes w28-cor igede 1915 shirley myers aimed shoic independent husband armed stop smoking county fair slim nrne riera ‘inthe crush- proof purse pack ‘tar’ nicotine cigarette method warning surgeon general determined cigarette smoking dangerous health 2058502246
Advertisement/2058502871.txt	Advertisement	14818 ‘yulg aumeuwarg ‘asntuy jelay ijnsay uawom lueubarg gunjsws oninywm ivhinid novas params curl sacs pera ynol livay rire etre e180 pree crest orla paola sintra nolvyvioe voriol aosatis bert tlintinti 2058502871
Advertisement/2058503524.txt	Advertisement	burnett twenty light 68673— colors nagonat cohtserr magazines 1979 inthe newcrush- proof purse pack fashions ‘tar nicotine cigarette methad warning surgeon general determined cigarette smoking dangerous health 2058503524
Advertisement/2058503900.txt	Advertisement	burnett 1749-84 m3130 dude ranch robling stone/spin 1993 praede pera sotirnionatis otst whoa surgeon general's warning quitting secking greatly reduces serious risks haalth 2058503900
Advertisement/2058504564.txt	Advertisement	burnett division oureitt compary 871—sweater offer— 21116—bleed page—4 mccall's 1976 printed heré last virginia slims tennis sweater whatever wana call ‘sweater goes anywhere anything made acrylic completely machine washable you've come long baby” embroidered across front call wear will send virginia slims sweater find people calling nice sweater pack bottoms virginia slims regular sweater nero mail virginia slims sweater offer 25298 cincinnati ohio 45225 please send virginia slims sweater following size size medium tape exmatery quantity sweater enclose pack bottoms virginia slims regular menthol total enclosed send check money order only payable virginia slims sweater offer name address city state otte vokd pervone years offer good only except prohibited ieensed taxzed please mail soon potsible anid post- marked later july 1976 offer good supply lasts allow wweks delivery warning surgeon general determined cigarette smoking dangerous health ings nicotine cigarette report 2058504564
Advertisement/2061000301.txt	Advertisement	2061000301
Advertisement/2061002005.txt	Advertisement	burnett company icapeen enjoy mildness flavor don’t give easy draw pleasant feel good tobacco flavor really smoke mildness mildness today’ philip morris natural mildness full easygoing flavor good -biirning tobactos hankering trail flavor regular long size ‘today's philip morris commen long crushproot iltuwtrated regulat pack antentelfnea 2061002005
Advertisement/2061002797.txt	Advertisement	sepey heat blaine berm 2061002797
Advertisement/2061003642.txt	Advertisement	-hange ssueaay aaydivog ‘ennestudiay suite eseesrg rague sasne guryoars fonineyay louns otvot 2061003642
Advertisement/2061012559.txt	Advertisement	theatre plays manhattan male animal james thurber elliott nugent produced herman shumlin provides broadway—in season tich comedy-—with another comedy frail rachitic tyke play barely enough clothes cover male animal manages captivate impish tongue winning smile sembles dinner party isn’t nearly enough food conver- sation amusing nobody minds james thurber famous iustrating sexes run- james thurzer self-portrait good conversation enough food away pencil curried combat stage male animal tells young english professor elliott nugent trouble thucher thinks male animal born prof gets branded wanting read vanzetti’s letters class gets tingled wife sweetheart comes town football game milquefoast nature professor’ quaiis much emboldens hilarious drunk scene decides hold mate bull ele- phants swans land crabs do—by fighting hold fists turns beau's interest pigskin deep male animal serves plot successively roast turkey creamed turkey turkey hash scraps soup bones fortunately play- wright thurber’s insane melancholy stant life fills play fresh free- flowing laughter frustration leavened jnto nonsense indignation alkalized good nature admirably cast directed producer shumlin male animal evening theatre spite play john henry roark braslford music jacques wolfe produced byrd took paul robeson back broadway nearly eight years stage seemed great return play whose stories time january 1940 here's distinction immaculate ivory tips product philip morris marlboro afford best time ‘that all-shot feeling storm signal energy running stimulants drain more rebuild endurance amazing women well first build endurance taking envelopes knox gelatine daily weeks then take velopes daily weeks after that take whenever slump results building endurance proved colleges hundreds controlled test-cases write bulletin knox gelatine johnstown dept knox pure plain gelatine familiar grocery store package gelatine actually proved endurance-building property take empty envelope package knox gelatine glass full water fruit juice water fruit juice liquid absorb gelatine stir briskly drink urlla cantally aise athe wataor guide sseeing york” cummings lote powder snow late canadian rockies experi beginner there’s every kind thrill waat snow-clad canadian rockies perfect powder snow hundreds runs teips excellent accommodations convenient h-country”” sunshine chalet mount lodge banff moun skoki lodges ncar lake louise rates moderate guides _instroctors available fast canadian pacific train service banff lake louise canada welcomes citizens——no passports nearest canadian pacific office general tourist agent montreal offices canada world greatest travel system 2061012559
Advertisement/2061141775.txt	Advertisement	2061141775 free pack wien 2061 m41775
Advertisement/2061190138.txt	Advertisement	burnie company ltuu baad pame vere bebra 8360 thermus like -filter -flavor -flip-top rccr ergo here's old-fashioned flavor smoke fup-top man-size taste honest tobacco comes full through smooth-drawing filter feels right mouth works fine flip-top keeps every cigarette firm fresh smoke popular filter price made richmond virginia marlboro recipe hotu 2061190138 2061190138
Advertisement/2061199558.txt	Advertisement	saturday evening post june 1934 race cigarettes still keep fresh cool mouth keep spuds smoke another lazing away holiday that's grand time know spud's fresh-as-april tastel spud there's nothing mysterious welcome coolness tiny menthol makes spud cool menthol cork plain smoke spud’s mento isworen sim- menthol cooled cools smol puff gift smokers cigarettes pure old-fashioned tobacco goodness heat taken axton-fisher tobacco company incorporated louisville kentucky canada 2061199558 2061199558
Advertisement/2063550295.txt	Advertisement	image available online material referenced associated index listing available minnesota tobacco document depository please website's home page additional information regarding depository
Advertisement/2064004681.txt	Advertisement	2064004684 20190e pees bars shon vant swyprte odf'8e 12201902 a]bg wulod 6es0shvin ouodtyvn 0661/0 sonix lin‘ohostuva
Advertisement/2064932937.txt	Advertisement	kent golden lights menthol people 1/9/78 ynch thanscription servier mise fully satisfying with less reran rele kings vantage sale panty certs o8mgnic j2mgnic ngnic i3mgnic iomgnic o9mgnc iomgnic 13mgnic o9mgnic cost kent golden lights kings menthol-- warning surgeon general determined nucotine cigarette report august 1977 100’s menthol peete enna cigarette smoking dangerous health le6zespio’
Advertisement/2067540350_2067540352.txt	Advertisement	aster reeled seit surgeon generals warning smoking causes otol tatct lelelel -tee osedrs2902 tvilnagiinood
Advertisement/2069506477.txt	Advertisement	roan elle besrens prca unsurpassed protection nicks cuts there’s safer shave feel smartdesign™ pace 247905690
Advertisement/2070262428_2429.txt	Advertisement	sunday september 1995 smoky odors memory gzvz9z0l0 surgeon general's warning smoking pragnant women result fetal injury premature birth birth weight
Advertisement/2070494554_4555.txt	Advertisement	nicotine cigarete metho surgeon general's warning cigarette smoke contains carbon monoxide
Advertisement/2070500515_0516.txt	Advertisement	tara suaday camel velvet elvis inte thets patio parties sunday begtaniag enjey sounds sonnier brothers band longnecks long grill smokin afterdark crowd bring stub service industry might moke created restl must oldes rrileascuratcaven 713-520-0434 surgeon general's warning smoking causes lung cancer heart disease emphysema complicate pregnancy sls00soz0z
Advertisement/2070501595.txt	Advertisement	jimmy's grille south birch 322-3334 bars synergy live music goin’ iank-jazz sounds 3e4o larimer _____za6-9515 witkeep snake synergy place cricket booty shakin’ untit hours bat-i23¢ fridays it’s ballistic high 1209 east i3th miss show tuesday snake fridays introduces energy dance djsamtrax —sizzlin’ septem september brought game home grown talent miss saturdays shake club dance rroil chocolate thunderpussy house anthrax tribal’ feast eyes spectacu- show keep tastebud skyline cafe 25th 296-3252 feeling little green weil belly hecause it’s skyline's half patrick's party festivities hagin saturday 9/28 last late hours entertainment begins 30pm caver 1987 reyugide toagcd rock island th14 s72-anck wednesday 10/1 camel presents hump night that's right rock istand doin’ people timate celebrate weekend middle week rack istand open every wednestay party start insanity there oort] frank soiled dava come sing aleng soiled dove rock surgeon general's warning smoking causes lung cancer heart disease emphysema complicate pregnancy g6slos0202 camel lights tar” nicotine cigarette method
Advertisement/2070711254_1255.txt	Advertisement	image available online material referenced associated index listing available minnesota tobacco document depository please website's home page additional information regarding depository
Advertisement/2070711761.txt	Advertisement	higher profits higher full-priced brands shah guaranteed sale fullpriced brands strong support national advertising innovative’ effective display programs merchandising incentives stock stride --forincreased sales profits manufacturer’s suggested retail price less acarton full-priced brands noting retaecs uiwgett miyets tabaté cisbley programs proportionately liggett myefs represeritative write north carolina 27702 offers iniled ousa bozlll0z0z
Advertisement/2070712842_2843.txt	Advertisement	2782120202 surgeon general's warning smoking causes lung cancer heart disease emphysema complicate pregnancy
Advertisement/2070715949_5950.txt	Advertisement	dare more 1986 reynolds tobacco 665120202 surgeon general's warning cigarette smoke contains carbon monoxide
Advertisement/2070717320_7321.txt	Advertisement	eking woman ‘editor-in-chief kate white desigh director caroline bowyer executive editor lusardi managing editor lisa higgins ‘book edior jacqueline johnson business editor michele morris beauty editor jane heiles gyulavary senior editor basha helewig technology editor anke russell fashion consultant kendall farr food editor barbara chernetz copy chief teresa ridley associate copy editor peter jeffrey production editor rubes ‘sbnor assogate editors leah rdsch louise washer associate editors laura dohovah fashion pamela kruger jahette scahdura assistant editor laurel allison touby typesetting manager franklik muniz editorial assistants pamela bentley christine reinhardt director wehdy mansfield photo editor joshua wchugh associate director lisa goldenberg assistant director penwy allison blatt assistant photo editor maria baugh assistant gregory concha comtributing editors roxane farmanearaaiar jacqueline giambahco oavid sumpert patricia o'toole mary rowlard rohni sardrofe fublishier carol anderson taber associate publisher sandy sarhatt advertising directors consumer group ellen abramowitz 4212 309-9854 ausihess group richard wilkie 4212 309-9852 regiqal offices soft pack 100’s heese gov't testing method gaga ‘western region manager diane clarity crystal 4213 938-8042 based comparison nationally available brands francisco manager mishler 1415 986-7447 brands styles 100mm 1590 revwolds tebacco business marager jean giey scannell research diregor —bdwna schwarz direcior manufacturing rosemary sullivan production director connee pinkowski tar” production manager danielle prvohe greatly reduces serious risks health ricatine ciequunan onecroe wivete method assoctate circulation director beth lecher circulation busikess manager mary ramsey director measstakd sales mary hceroy harager corporate subscription program lillian o’boubke corporate promotion director bareara cooper associate corporate promotion director debra babbitt corporate promotion marager martha benezet director corporate affairs jeri sedlar special projects manager susan kesteh surgeon general's warning quitting smoking office manager lorraine demundo working woman chairmar dale lang ocellz0l02 executive vice president jensen ‘sewior vice president david libuhn cowtroller jack craveh treasurer/secretary richard williamson director corporate communications andrea kaplaw working woman issn 0145-5761 published monthly working woman madison avenue york 10173 309-2800 dale lang chairman richard williamson treasurenkecretary copyright working waman 1990 rights reserved caxer contents repieduced whole without prior written permission socondiclass postage paid york york addiianal naling ofies single editor-at-large copies canada subscription possessions year canada overseas payable advance funds kate rakd lloyd bureau special corporate subscription ates furnished upon request subscription change addeess write working woman 3274 harlin gupsion regard gibsirptior nese 25505-0151 sein eght neque orachangof aenp aces plewe aeasprimad sera aownay fyouaea question reading suscrto ight weeks frst subscription copy shipped postmaster send address chaiges working woman 3274 harlan 1593- 1-800-234-9675 unsolicned maruscripts returhed 0454 occasionally working woman niakes mailing lists available organizations prefer receive mailings please write queries answered accompanied stamped self- working woman editorial offices madison avenue york 10173 upon request subscriber receive refund unfulfilled addressed envelope publisher responsible portion subscription printed volume number working woman registered trademark working woman unsoricited manuscrifts photographs artwork working woman april 1990
Advertisement/2070717402_7403.txt	Advertisement	zoog nicotine cigarette method surgeon general's warning cigarette based comparison nationally setected brands smoke contains carbon monoxide brand styles shown 100mm ultra lights smokers less nicotine apornetieuel flavor cigarette 94990 reynolds tobacco itralights—y virginia slms ughts 04mg ofall soft pack 100’s gov't testing method
Advertisement/2070718633.txt	Advertisement	tonitivie hooks snquityoy inasony [ioi] [duohon s8/tt/9 seatnbug tyeuapautp lsrt worsuty pula onal» wuitou eazy yeep snowaveg buyows analy weyy paulwiaiad fexauag voafing burien
Advertisement/2071388237.txt	Advertisement	youve come dong bubs good newen apung back hulking back romance buck bven marmage back victory women alwars preferred length courthups ahvans tended interest carburetors pighters coune make feel ther rein sorted winch even successful adivats foot wine well porulwais bought dros vhoes note farry fann ze288e1 surgeon general's warning quitting smoking greatly reduces serious risks yaur health
